scenario,category,relation,dataset,model,N,M,P,time_before,time_after
i_i_bis,TPC-DI,Joinable,prospect_both_50_50_ec_ev,bert,12,12,144,322.116,74.68561699761449
i_i_bis,TPC-DI,Joinable,prospect_both_50_50_ec_ev,distilbert,12,12,144,319.218,74.05846019054951
i_i_bis,TPC-DI,Joinable,prospect_both_50_50_ec_ev,minilm,12,12,144,78.989,20.370668934598562
i_i_bis,TPC-DI,Joinable,prospect_both_50_50_ec_ev,roberta,12,12,144,396.941,97.49280131457743
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac1_ev,albert,12,12,144,374.287,90.02118445885182
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac1_ev,bart,12,12,144,377.525,93.31169610992075
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac1_ev,bert,12,12,144,381.644,91.62787619666756
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac1_ev,distilbert,12,12,144,406.924,96.9023170260489
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac1_ev,minilm,12,12,144,92.987,24.138333577930922
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac1_ev,roberta,12,12,144,484.944,120.94931652942302
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac2_ev,albert,12,12,144,379.155,91.0193847480416
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac2_ev,bart,12,12,144,372.726,92.67776080055532
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac2_ev,bert,12,12,144,376.801,89.21212158820032
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac2_ev,distilbert,12,12,144,399.342,94.96454206277429
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac2_ev,minilm,12,12,144,95.437,25.002014861524103
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac2_ev,roberta,12,12,144,477.411,119.07222380644089
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac3_ev,albert,12,12,144,389.71,94.4373505833
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac3_ev,bart,12,12,144,371.157,91.70526761968429
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac3_ev,bert,12,12,144,377.58,90.05162702120839
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac3_ev,distilbert,12,12,144,402.611,96.30532851672174
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac3_ev,minilm,12,12,144,94.543,24.927007990360266
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac3_ev,roberta,12,12,144,496.354,123.0982472539842
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac4_ev,albert,12,12,144,385.76,92.8525689656287
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac4_ev,bart,12,12,144,377.629,92.99280946636202
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac4_ev,bert,12,12,144,387.716,91.77895384466649
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac4_ev,distilbert,12,12,144,419.1,99.47860330007973
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac4_ev,minilm,12,12,144,96.216,25.090907404184335
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac4_ev,roberta,12,12,144,482.898,120.09534590128064
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac5_ev,albert,12,12,144,392.024,94.40520559044182
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac5_ev,bart,12,12,144,378.474,94.18291764201223
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac5_ev,bert,12,12,144,366.172,87.07643140454593
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac5_ev,distilbert,12,12,144,396.099,93.67857133091985
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac5_ev,minilm,12,12,144,94.08,24.53673123374581
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ac5_ev,roberta,12,12,144,467.605,115.88171723440297
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ec_ev,albert,12,12,144,392.649,95.21997046077252
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ec_ev,bart,12,12,144,370.492,92.0303311621845
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ec_ev,bert,12,12,144,376.146,89.61091345949472
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ec_ev,distilbert,12,12,144,409.831,97.84721741056447
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ec_ev,minilm,12,12,144,91.211,23.892491456925868
i_i_bis,TPC-DI,Joinable,prospect_both_50_70_ec_ev,roberta,12,12,144,478.726,119.75770552663505
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac1_ev,albert,12,12,144,164.174,35.654856338515884
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac1_ev,bart,12,12,144,168.676,37.863246164306986
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac1_ev,bert,12,12,144,164.914,34.75051929534972
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac1_ev,distilbert,12,12,144,175.691,37.3956471554786
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac1_ev,minilm,12,12,144,39.256,9.77052205143869
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac1_ev,roberta,12,12,144,211.528,49.2897903035134
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac2_ev,albert,12,12,144,171.289,37.246116596400725
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac2_ev,bart,12,12,144,163.223,36.82601542654635
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac2_ev,bert,12,12,144,165.376,34.89310889488459
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac2_ev,distilbert,12,12,144,168.665,36.03546881578863
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac2_ev,minilm,12,12,144,39.805,9.841030385643244
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac2_ev,roberta,12,12,144,220.589,51.24067643874881
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac3_ev,albert,12,12,144,165.312,35.643402661278856
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac3_ev,bart,12,12,144,154.558,34.87824123333395
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac3_ev,bert,12,12,144,161.476,34.15591832830012
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac3_ev,distilbert,12,12,144,181.822,38.823473540440204
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac3_ev,minilm,12,12,144,41.147,10.180302558586
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac3_ev,roberta,12,12,144,216.23,50.21981640767302
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac4_ev,albert,12,12,144,164.746,35.67809506943823
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac4_ev,bart,12,12,144,161.31,36.47259259916842
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac4_ev,bert,12,12,144,168.959,35.695343296244744
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac4_ev,distilbert,12,12,144,174.643,37.04770624156298
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac4_ev,minilm,12,12,144,42.329,10.46501531460881
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac4_ev,roberta,12,12,144,212.966,49.61523442341388
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac5_ev,albert,12,12,144,180.03,39.01680787160993
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac5_ev,bart,12,12,144,164.467,37.09074541349709
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac5_ev,bert,12,12,144,173.3,36.61694089807571
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac5_ev,distilbert,12,12,144,180.386,38.441097060278054
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac5_ev,minilm,12,12,144,41.593,10.272420100059364
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ac5_ev,roberta,12,12,144,212.992,49.635346063792696
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ec_ev,albert,12,12,144,170.446,37.02000782033801
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ec_ev,bart,12,12,144,156.303,35.02768166984619
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ec_ev,bert,12,12,144,163.516,34.51179625762998
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ec_ev,distilbert,12,12,144,188.843,40.16466780158876
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ec_ev,minilm,12,12,144,39.315,9.714472923949355
i_i_bis,TPC-DI,Joinable,prospect_vertical_1_ec_ev,roberta,12,12,144,215.546,50.080720681142054
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac1_ev,albert,12,12,144,245.316,56.392084166765216
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac1_ev,bart,12,12,144,227.014,54.47189376832546
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac1_ev,bert,12,12,144,250.512,56.6344646884948
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac1_ev,distilbert,12,12,144,250.338,57.11348353001475
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac1_ev,minilm,12,12,144,60.381,15.792810675635934
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac1_ev,roberta,12,12,144,297.451,72.7759120153487
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac2_ev,albert,12,12,144,249.276,57.6102488706112
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac2_ev,bart,12,12,144,236.891,56.50560516229271
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac2_ev,bert,12,12,144,236.516,53.17723111173508
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac2_ev,distilbert,12,12,144,257.929,58.31051834905145
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac2_ev,minilm,12,12,144,63.224,16.568358798116456
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac2_ev,roberta,12,12,144,303.616,73.65603457538782
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac3_ev,albert,12,12,144,251.724,58.219827201753844
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac3_ev,bart,12,12,144,228.725,55.06267253905534
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac3_ev,bert,12,12,144,229.777,52.003373746991144
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac3_ev,distilbert,12,12,144,258.422,58.625233212232615
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac3_ev,minilm,12,12,144,58.616,15.519743714094162
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac3_ev,roberta,12,12,144,319.013,77.70405778634546
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac4_ev,albert,12,12,144,239.599,55.236918435037126
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac4_ev,bart,12,12,144,236.348,56.921929071426405
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac4_ev,bert,12,12,144,238.332,54.033064372435206
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac4_ev,distilbert,12,12,144,251.51,57.100483345091334
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac4_ev,minilm,12,12,144,62.209,16.153375472143296
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac4_ev,roberta,12,12,144,306.363,74.18351848992705
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac5_ev,albert,12,12,144,246.866,57.34962124152483
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac5_ev,bart,12,12,144,227.996,54.39690017206968
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac5_ev,bert,12,12,144,230.041,51.92421421295404
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac5_ev,distilbert,12,12,144,255.074,57.37733700217308
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac5_ev,minilm,12,12,144,62.955,16.586276480853556
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ac5_ev,roberta,12,12,144,299.71,73.15834579527376
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ec_ev,albert,12,12,144,253.746,58.49096152065695
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ec_ev,bart,12,12,144,235.233,56.14246473181248
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ec_ev,bert,12,12,144,225.857,50.86148010675609
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ec_ev,distilbert,12,12,144,249.393,56.61829461979866
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ec_ev,minilm,12,12,144,60.443,15.740966947779054
i_i_bis,TPC-DI,Joinable,prospect_vertical_30_ec_ev,roberta,12,12,144,314.967,76.78766214643417
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac1_ev,albert,12,12,144,350.045,84.05411827757956
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac1_ev,bart,12,12,144,318.641,79.24713467544316
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac1_ev,bert,12,12,144,321.467,76.12541267630456
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac1_ev,distilbert,12,12,144,352.713,83.06479520025852
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac1_ev,minilm,12,12,144,90.077,24.37539951917529
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac1_ev,roberta,12,12,144,399.413,100.1123271149695
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac2_ev,albert,12,12,144,351.429,84.01627800101039
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac2_ev,bart,12,12,144,301.244,75.2177401008606
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac2_ev,bert,12,12,144,313.335,73.71005919672547
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac2_ev,distilbert,12,12,144,356.339,83.42854805508253
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac2_ev,minilm,12,12,144,85.509,23.186365923300393
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac2_ev,roberta,12,12,144,409.056,102.33850068239869
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac3_ev,albert,12,12,144,342.359,82.22567099129407
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac3_ev,bart,12,12,144,336.094,83.37179485285279
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac3_ev,bert,12,12,144,319.792,76.14898613338167
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac3_ev,distilbert,12,12,144,361.556,84.88998922905321
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac3_ev,minilm,12,12,144,88.094,23.931694283574807
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac3_ev,roberta,12,12,144,421.205,105.73720713511105
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac4_ev,albert,12,12,144,337.313,81.07795567150413
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac4_ev,bart,12,12,144,323.782,79.7786970188543
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac4_ev,bert,12,12,144,321.837,76.18506342422964
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac4_ev,distilbert,12,12,144,322.963,76.5677102250159
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac4_ev,minilm,12,12,144,88.596,23.927984424963604
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac4_ev,roberta,12,12,144,413.249,102.99678849445283
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac5_ev,albert,12,12,144,334.584,80.41875732244552
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac5_ev,bart,12,12,144,332.003,82.09231249752636
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac5_ev,bert,12,12,144,322.735,76.76236958302559
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac5_ev,distilbert,12,12,144,343.941,80.8314509078711
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac5_ev,minilm,12,12,144,88.703,24.090324674054983
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ac5_ev,roberta,12,12,144,404.795,101.47507232435046
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ec_ev,albert,12,12,144,323.33,77.76022989109157
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ec_ev,bart,12,12,144,322.074,79.3454813295752
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ec_ev,bert,12,12,144,321.256,75.47257181717453
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ec_ev,distilbert,12,12,144,338.508,79.31652140672503
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ec_ev,minilm,12,12,144,92.149,25.024960813835264
i_i_bis,TPC-DI,Joinable,prospect_vertical_50_ec_ev,roberta,12,12,144,421.85,105.57275347262623
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac1_ev,albert,12,12,144,421.497,104.15737358343605
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac1_ev,bart,12,12,144,388.198,98.8687128789276
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac1_ev,bert,12,12,144,400.103,96.73814650799335
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac1_ev,distilbert,12,12,144,420.406,100.99657217091323
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac1_ev,minilm,12,12,144,111.446,30.526879032611845
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac1_ev,roberta,12,12,144,521.971,132.2288535117209
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac2_ev,albert,12,12,144,406.702,100.10088156019151
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac2_ev,bart,12,12,144,387.487,98.351520797506
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac2_ev,bert,12,12,144,405.045,98.01212708473207
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac2_ev,distilbert,12,12,144,426.679,102.56496256822345
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac2_ev,minilm,12,12,144,111.127,30.60791682232916
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac2_ev,roberta,12,12,144,523.875,133.12506461702287
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac3_ev,albert,12,12,144,416.55,102.60774049647154
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac3_ev,bart,12,12,144,383.485,97.35237872473897
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac3_ev,bert,12,12,144,402.713,97.6813448523283
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac3_ev,distilbert,12,12,144,416.921,100.56476471750437
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac3_ev,minilm,12,12,144,109.511,30.150146260917175
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac3_ev,roberta,12,12,144,504.409,128.72225104460117
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac4_ev,albert,12,12,144,422.177,103.93227073023846
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac4_ev,bart,12,12,144,412.912,103.60493782860038
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac4_ev,bert,12,12,144,391.647,94.82861043711006
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac4_ev,distilbert,12,12,144,407.577,97.8539119255245
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac4_ev,minilm,12,12,144,108.758,29.96282506975531
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac4_ev,roberta,12,12,144,547.32,139.2481439688057
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac5_ev,albert,12,12,144,405.81,99.74891302123666
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac5_ev,bart,12,12,144,401.053,102.1840995426029
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac5_ev,bert,12,12,144,381.212,92.27872130152582
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac5_ev,distilbert,12,12,144,429.515,103.49844682715829
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac5_ev,minilm,12,12,144,110.765,30.40877658814192
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ac5_ev,roberta,12,12,144,525.564,133.4332394476384
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ec_ev,albert,12,12,144,427.078,105.17287330541015
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ec_ev,bart,12,12,144,395.701,100.5531571904421
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ec_ev,bert,12,12,144,386.928,93.93627256776395
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ec_ev,distilbert,12,12,144,425.551,102.81901232993607
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ec_ev,minilm,12,12,144,110.183,30.326198212608695
i_i_bis,TPC-DI,Joinable,prospect_vertical_70_ec_ev,roberta,12,12,144,493.981,125.51150507605078
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac1_av,albert,12,12,144,166.141,35.67525692766904
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac1_av,bart,12,12,144,153.117,34.39544611369074
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac1_av,bert,12,12,144,167.174,34.990231993958375
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac1_av,distilbert,12,12,144,169.491,35.81801449096204
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac1_av,minilm,12,12,144,39.098,9.273482055172323
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac1_av,roberta,12,12,144,196.983,45.67289107012749
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac2_av,albert,12,12,144,165.269,35.448326411336666
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac2_av,bart,12,12,144,151.752,34.11301283133031
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac2_av,bert,12,12,144,165.556,34.56131369447709
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac2_av,distilbert,12,12,144,168.28,35.51605549708009
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac2_av,minilm,12,12,144,39.864,9.384947696641085
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac2_av,roberta,12,12,144,198.091,45.90354984810949
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac3_av,albert,12,12,144,167.383,35.89770383442939
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac3_av,bart,12,12,144,157.441,35.39285066945851
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac3_av,bert,12,12,144,166.101,34.80893637447059
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac3_av,distilbert,12,12,144,170.951,36.41997891722619
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac3_av,minilm,12,12,144,38.773,9.197474623985595
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac3_av,roberta,12,12,144,211.121,48.96095789662003
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,albert,12,12,144,168.717,36.48566716705264
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,bart,12,12,144,162.463,36.538204603374
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,bert,12,12,144,166.237,34.71047728349268
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,distilbert,12,12,144,185.233,39.23724410775304
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,minilm,12,12,144,38.761,9.23335003113747
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac4_av,roberta,12,12,144,210.656,48.72139807654918
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,albert,12,12,144,175.887,37.712870173051954
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,bart,12,12,144,151.451,33.91446035599708
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,bert,12,12,144,160.809,33.90976761990785
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,distilbert,12,12,144,177.592,38.207683987736715
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,minilm,12,12,144,38.743,9.207981060475113
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ac5_av,roberta,12,12,144,207.975,48.167188808228815
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ec_av,albert,12,12,144,166.377,35.80134869147838
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ec_av,bart,12,12,144,150.875,34.01307177171111
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ec_av,bert,12,12,144,164.36,34.57886513428764
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ec_av,distilbert,12,12,144,178.498,38.1660883783847
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ec_av,minilm,12,12,144,38.571,9.17164512118697
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_1_ec_av,roberta,12,12,144,192.944,44.89855428771675
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac1_av,albert,12,12,144,236.31,54.413403564542534
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac1_av,bart,12,12,144,228.596,53.891549662783746
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac1_av,bert,12,12,144,237.198,52.813213289856904
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac1_av,distilbert,12,12,144,243.371,54.4657285052389
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac1_av,minilm,12,12,144,55.907,13.750927050940689
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac1_av,roberta,12,12,144,286.346,67.86354272542894
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,albert,12,12,144,247.393,55.77506124864519
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,bart,12,12,144,231.07,54.79849957365542
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,bert,12,12,144,234.455,51.88320984311403
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,distilbert,12,12,144,254.718,56.84347748349606
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,minilm,12,12,144,55.441,13.9435947149843
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac2_av,roberta,12,12,144,289.134,68.97255939842762
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac3_av,albert,12,12,144,238.741,54.21881575564298
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac3_av,bart,12,12,144,234.227,54.9243921507597
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac3_av,bert,12,12,144,220.251,48.65604950471223
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac3_av,distilbert,12,12,144,230.267,52.20578014013171
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac3_av,minilm,12,12,144,54.948,13.518160143077374
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac3_av,roberta,12,12,144,286.27,68.07306951701639
i_i_bis,TPC-DI,Semantically-Joinable,prospect_both_50_30_ac4_av,albert,12,12,144,247.675,56.136299389600765
